Minute,religion,pro_services,care_household_members,social_relax_leisure,travel,household_services,gov_services,eat_drink,volunteering,household_activities,care_non_household_members,sports_exercise,calls,personal_care,consumer_purchases,work,education
1072,0.00325,0.00049,0.01773,0.49136,0.02753,0.00005,0.00009,0.02211,0.00388,0.03817,0.00387,0.0087,0.01038,0.3076,0.00444,0.04861,0.01175
1073,0.00326,0.00048,0.01778,0.49141,0.02741,0.00005,0.00009,0.02214,0.00386,0.03805,0.00382,0.0087,0.01042,0.30781,0.00441,0.04862,0.01169
1074,0.00325,0.00048,0.01766,0.49135,0.02728,0.00005,0.00009,0.0221,0.00383,0.03807,0.00384,0.00871,0.01039,0.30812,0.00443,0.04866,0.01168
1075,0.00315,0.0005,0.01729,0.49138,0.02572,0.00005,0.00009,0.02137,0.00384,0.0372,0.00387,0.00861,0.0102,0.31231,0.00424,0.04849,0.01168
1076,0.00315,0.0005,0.01722,0.4912,0.0256,0.00005,0.00009,0.02131,0.00384,0.03714,0.00379,0.00861,0.01019,0.31292,0.00421,0.04847,0.0117
1077,0.00313,0.00049,0.01726,0.49121,0.02533,0.00005,0.00009,0.02119,0.00385,0.03701,0.00379,0.00861,0.01015,0.31347,0.00417,0.04852,0.01168
1078,0.00314,0.00048,0.01713,0.49112,0.02541,0.00005,0.00009,0.02107,0.00383,0.03691,0.00379,0.00858,0.01017,0.31388,0.00413,0.04854,0.01169
1079,0.00313,0.00047,0.01704,0.49104,0.02543,0.00005,0.00009,0.02104,0.00383,0.03681,0.00369,0.00859,0.0102,0.31423,0.0041,0.04855,0.01169
1080,0.00282,0.0004,0.01544,0.37822,0.04038,0.00005,0.00008,0.01992,0.00275,0.03481,0.00343,0.00649,0.01003,0.43121,0.0035,0.0411,0.00936
1081,0.00283,0.0004,0.01531,0.3784,0.03995,0.00005,0.00008,0.01989,0.00272,0.03456,0.00339,0.00648,0.00992,0.43204,0.00351,0.04111,0.00938
1082,0.00284,0.0004,0.01503,0.37826,0.03948,0.00005,0.00008,0.01964,0.00271,0.03459,0.00336,0.00643,0.00996,0.43317,0.00355,0.04109,0.00938
1083,0.00284,0.0004,0.01504,0.37829,0.03881,0.00005,0.00008,0.01965,0.00274,0.03439,0.00336,0.00644,0.00996,0.43384,0.00365,0.04109,0.00937
1084,0.00281,0.00039,0.01501,0.3783,0.03873,0.00005,0.00008,0.01963,0.00274,0.03426,0.00328,0.00642,0.00995,0.43429,0.00362,0.0411,0.00936
1085,0.00276,0.0004,0.01437,0.379,0.03521,0.00005,0.00008,0.01884,0.00274,0.03273,0.0034,0.00642,0.00964,0.44033,0.00365,0.04101,0.00937
1086,0.00281,0.00042,0.01421,0.3791,0.03523,0.00005,0.00008,0.01877,0.00273,0.03264,0.00337,0.00641,0.00963,0.4407,0.00358,0.04095,0.00933
1087,0.00279,0.00041,0.0141,0.37911,0.03496,0.00005,0.00008,0.01876,0.00273,0.03241,0.00334,0.00641,0.0096,0.44145,0.00353,0.04094,0.00934
1088,0.0028,0.00041,0.01397,0.37912,0.03464,0.00005,0.00008,0.01877,0.00273,0.03229,0.00331,0.0064,0.00959,0.4421,0.00349,0.04095,0.00931
1089,0.00279,0.00041,0.01392,0.37909,0.03454,0.00005,0.00008,0.01877,0.00273,0.03225,0.00329,0.0064,0.00963,0.44231,0.00348,0.04096,0.0093
1090,0.00254,0.00036,0.01308,0.38008,0.0302,0.00005,0.00008,0.01808,0.00271,0.03089,0.00344,0.00633,0.00936,0.44913,0.00343,0.04088,0.00936
1091,0.00251,0.00035,0.01293,0.37996,0.03022,0.00005,0.00008,0.01812,0.0027,0.03077,0.00333,0.00629,0.00937,0.44967,0.00343,0.04086,0.00936
1092,0.00251,0.00035,0.01283,0.37998,0.02984,0.00005,0.00008,0.01806,0.00271,0.03059,0.0033,0.00628,0.00938,0.45039,0.00348,0.04084,0.00935
1093,0.0025,0.00035,0.01278,0.37993,0.0299,0.00005,0.00008,0.01804,0.00271,0.03046,0.00327,0.00627,0.00936,0.45072,0.00341,0.04082,0.00934
1094,0.0025,0.00035,0.01279,0.37994,0.02971,0.00005,0.00008,0.01797,0.00271,0.03053,0.00325,0.00627,0.00934,0.45095,0.00341,0.04081,0.00936
1095,0.00238,0.00032,0.01165,0.37348,0.02769,0.00006,0.00008,0.01692,0.00244,0.02878,0.00325,0.00584,0.00915,0.46498,0.0033,0.04069,0.009
1096,0.00242,0.00032,0.01155,0.37345,0.02747,0.00006,0.00007,0.01685,0.00244,0.02884,0.00318,0.00586,0.00912,0.46543,0.0033,0.04064,0.009
1097,0.00241,0.00032,0.01144,0.37343,0.02741,0.00006,0.00007,0.01681,0.00245,0.02852,0.0031,0.00585,0.00914,0.46609,0.00324,0.04065,0.009
1098,0.00242,0.00032,0.01143,0.37351,0.02735,0.00006,0.00007,0.01675,0.00245,0.0285,0.0031,0.00587,0.00904,0.46634,0.0032,0.04061,0.009
1099,0.00242,0.00032,0.01137,0.37345,0.02725,0.00006,0.00007,0.01678,0.00245,0.02853,0.00308,0.00587,0.00902,0.46652,0.0032,0.04061,0.009
1100,0.00242,0.00029,0.01063,0.37291,0.02413,0.00005,0.00007,0.01558,0.00236,0.0275,0.00311,0.00577,0.00874,0.4739,0.00312,0.04047,0.00897
1101,0.0024,0.0003,0.01059,0.37293,0.02399,0.00004,0.00007,0.01555,0.00236,0.02736,0.0031,0.00576,0.00874,0.47424,0.00314,0.04047,0.00895
1102,0.00242,0.0003,0.01057,0.37311,0.02375,0.00004,0.00007,0.01544,0.00235,0.0273,0.00309,0.00573,0.0087,0.47468,0.0031,0.04042,0.00894
1103,0.00241,0.0003,0.01059,0.37308,0.02356,0.00004,0.00007,0.0154,0.00233,0.02725,0.00309,0.0057,0.00871,0.47504,0.00308,0.04042,0.00894
1104,0.0024,0.0003,0.01053,0.373,0.02354,0.00004,0.00007,0.01535,0.00234,0.02723,0.00308,0.00565,0.00868,0.47536,0.00304,0.04043,0.00896
1105,0.00236,0.00029,0.01026,0.37197,0.02207,0.00004,0.00007,0.01475,0.00233,0.0265,0.00307,0.00556,0.00865,0.47973,0.00302,0.04043,0.00889
1106,0.00234,0.00028,0.01019,0.37182,0.02204,0.00004,0.00007,0.01473,0.00233,0.02645,0.00302,0.00555,0.00862,0.48024,0.00296,0.04041,0.0089
1107,0.00235,0.00028,0.01016,0.37176,0.02182,0.00004,0.00007,0.01472,0.00234,0.0265,0.00296,0.00553,0.00864,0.48056,0.00298,0.0404,0.00889
1108,0.00236,0.00028,0.01012,0.3718,0.02184,0.00004,0.00007,0.01468,0.00234,0.02629,0.0029,0.00553,0.00866,0.48091,0.00294,0.04038,0.00888
1109,0.00237,0.00028,0.01009,0.37163,0.02175,0.00004,0.00007,0.01471,0.00234,0.02629,0.00291,0.00551,0.00865,0.48117,0.00295,0.04038,0.00887
1110,0.00239,0.00023,0.00893,0.3038,0.02864,0.00004,0.00007,0.01335,0.00186,0.02515,0.00295,0.00462,0.00799,0.55342,0.00263,0.03638,0.00755
1111,0.00238,0.00023,0.00885,0.30369,0.02852,0.00004,0.00007,0.01334,0.00188,0.02492,0.00278,0.00461,0.008,0.5541,0.00264,0.0364,0.00756
1112,0.00239,0.00024,0.00879,0.30349,0.02802,0.00004,0.00007,0.01341,0.00188,0.02487,0.00276,0.00459,0.00798,0.55482,0.0027,0.0364,0.00756
1113,0.00238,0.00024,0.00877,0.30325,0.0279,0.00004,0.00007,0.01331,0.00187,0.02473,0.00273,0.00458,0.00793,0.5555,0.00276,0.03636,0.00759
1114,0.00238,0.00024,0.00879,0.30321,0.02766,0.00004,0.00007,0.01332,0.00187,0.02459,0.00268,0.00458,0.00788,0.55599,0.00275,0.03635,0.0076
1115,0.00236,0.00026,0.00846,0.30199,0.0254,0.00003,0.00007,0.01305,0.00186,0.02372,0.00254,0.00456,0.0076,0.56134,0.00271,0.03647,0.00759
1116,0.00236,0.00026,0.00848,0.30175,0.02512,0.00003,0.00007,0.0131,0.00186,0.02368,0.00252,0.00454,0.00757,0.5619,0.00273,0.03648,0.00756
1117,0.00233,0.00026,0.00843,0.30157,0.02502,0.00003,0.00007,0.01295,0.00186,0.0235,0.00252,0.00455,0.00764,0.56259,0.00259,0.03652,0.00756
1118,0.00232,0.00026,0.00839,0.30161,0.02491,0.00003,0.00007,0.01294,0.00186,0.02346,0.00247,0.00454,0.00763,0.56285,0.00256,0.03652,0.00755
1119,0.0023,0.00026,0.00841,0.30145,0.02484,0.00003,0.00007,0.01295,0.00185,0.02342,0.00247,0.00455,0.00759,0.56315,0.00255,0.03652,0.00757
1120,0.00217,0.00025,0.00786,0.30039,0.0222,0.00003,0.00007,0.01223,0.00183,0.02252,0.00258,0.0044,0.00736,0.56943,0.00265,0.03659,0.00744
1121,0.00219,0.00025,0.00781,0.30031,0.02225,0.00003,0.00007,0.01219,0.00181,0.02246,0.00252,0.00439,0.00737,0.56971,0.0026,0.0366,0.00742
1122,0.00216,0.00025,0.0077,0.30034,0.02227,0.00003,0.00007,0.01207,0.00181,0.02244,0.00243,0.00441,0.0073,0.57015,0.0025,0.03665,0.00742
1123,0.00212,0.00024,0.00764,0.30043,0.02218,0.00003,0.00007,0.01195,0.0018,0.0224,0.00245,0.0044,0.00729,0.57041,0.00251,0.03663,0.00743
1124,0.00214,0.00024,0.00757,0.30058,0.0221,0.00003,0.00007,0.01189,0.0018,0.02227,0.00244,0.0044,0.00724,0.57067,0.00251,0.03662,0.00742
1125,0.00206,0.00026,0.00715,0.29339,0.02042,0.00003,0.00006,0.01096,0.00178,0.02104,0.00251,0.00406,0.00679,0.58325,0.00242,0.03646,0.00736
1126,0.00206,0.00026,0.00708,0.29329,0.02053,0.00003,0.00006,0.01093,0.00176,0.02099,0.00238,0.00406,0.00677,0.58358,0.00242,0.03647,0.00734
1127,0.00207,0.00025,0.00704,0.29312,0.02031,0.00003,0.00005,0.01102,0.00176,0.02094,0.00238,0.00404,0.00673,0.58413,0.00237,0.03646,0.00729
1128,0.00206,0.00025,0.00706,0.29299,0.02027,0.00003,0.00005,0.01096,0.00175,0.02089,0.00235,0.00403,0.00673,0.58445,0.00238,0.03646,0.00728
1129,0.00207,0.00025,0.00701,0.29307,0.02022,0.00003,0.00005,0.01092,0.00175,0.02076,0.00234,0.00404,0.00675,0.58453,0.0024,0.0365,0.00728
1130,0.00204,0.00024,0.00691,0.29101,0.01835,0.00004,0.00004,0.01054,0.00174,0.01993,0.00234,0.00396,0.00672,0.59026,0.00219,0.03648,0.00723
1131,0.00205,0.00024,0.00686,0.29098,0.01821,0.00004,0.00004,0.01053,0.00172,0.01986,0.0023,0.00396,0.0067,0.59064,0.00215,0.0365,0.00722
1132,0.00202,0.00025,0.00684,0.29067,0.01813,0.00004,0.00004,0.01053,0.00172,0.01982,0.0023,0.00396,0.00668,0.59118,0.00206,0.03655,0.00723
1133,0.00201,0.00025,0.0068,0.2906,0.01808,0.00004,0.00004,0.01048,0.00172,0.01972,0.00224,0.00395,0.00668,0.59155,0.00203,0.0366,0.00723
1134,0.00199,0.00025,0.00676,0.29038,0.01805,0.00004,0.00004,0.01042,0.00172,0.01963,0.00224,0.00395,0.00667,0.592,0.00204,0.0366,0.00722
1135,0.00194,0.00022,0.00647,0.28937,0.01672,0.00003,0.00004,0.01029,0.00168,0.01921,0.00224,0.0039,0.00645,0.59566,0.00184,0.03671,0.00722
1136,0.00194,0.00023,0.00642,0.28938,0.01652,0.00003,0.00004,0.01028,0.00169,0.01912,0.00218,0.0039,0.00645,0.59596,0.00189,0.03675,0.00721
1137,0.00194,0.00021,0.00639,0.28911,0.01639,0.00003,0.00004,0.01034,0.00168,0.01907,0.00216,0.00392,0.00641,0.5965,0.00187,0.03674,0.0072
1138,0.00192,0.00021,0.00636,0.28893,0.0164,0.00004,0.00004,0.01026,0.00168,0.01908,0.00214,0.00392,0.00641,0.59679,0.00187,0.03672,0.00725
1139,0.00191,0.00021,0.00634,0.28884,0.01638,0.00004,0.00004,0.01029,0.00168,0.01901,0.00213,0.00392,0.00644,0.597,0.00182,0.03671,0.00725
1140,0.00155,0.00018,0.00599,0.19959,0.02449,0.00004,0.00003,0.00942,0.00122,0.01774,0.00178,0.00309,0.00579,0.69131,0.00178,0.03028,0.00573
1141,0.00154,0.00018,0.00592,0.1993,0.02436,0.00004,0.00003,0.00939,0.00123,0.01758,0.00173,0.00312,0.00572,0.69219,0.0017,0.03027,0.00572
1142,0.00155,0.00018,0.00583,0.19931,0.02392,0.00004,0.00003,0.00932,0.00122,0.01749,0.0017,0.00309,0.00562,0.69298,0.00175,0.03021,0.00577
1143,0.00155,0.00019,0.00578,0.19928,0.02378,0.00004,0.00003,0.00931,0.00123,0.01742,0.00163,0.0031,0.0056,0.69348,0.00166,0.0302,0.00573
1144,0.00155,0.00019,0.00579,0.19913,0.02356,0.00004,0.00003,0.00931,0.00123,0.01739,0.00163,0.0031,0.00562,0.69387,0.00167,0.03021,0.0057
1145,0.00149,0.00019,0.00538,0.19812,0.0214,0.00003,0.00002,0.00892,0.00117,0.01667,0.00167,0.00301,0.00572,0.69872,0.00166,0.03015,0.00568
1146,0.00149,0.00016,0.00527,0.19808,0.02119,0.00003,0.00002,0.00896,0.00116,0.01664,0.00167,0.00298,0.00566,0.6992,0.00166,0.0301,0.00572
1147,0.00149,0.00016,0.00528,0.19796,0.02103,0.00003,0.00002,0.00894,0.00116,0.01647,0.00158,0.00295,0.00559,0.69989,0.00165,0.03008,0.00572
1148,0.00149,0.00016,0.00528,0.19776,0.02084,0.00003,0.00002,0.00897,0.00116,0.01646,0.00159,0.00297,0.00562,0.70027,0.00166,0.03005,0.00568
1149,0.00148,0.00016,0.00525,0.19765,0.02079,0.00003,0.00002,0.00899,0.00116,0.01648,0.00157,0.00297,0.00559,0.70051,0.00167,0.02999,0.00568
1150,0.00149,0.00018,0.00515,0.19622,0.01852,0.00003,0.00002,0.00856,0.00114,0.01546,0.00167,0.00297,0.00537,0.70604,0.00166,0.02986,0.00566
1151,0.00149,0.00018,0.0051,0.19611,0.01849,0.00003,0.00002,0.00854,0.00112,0.01545,0.00161,0.00295,0.00536,0.70639,0.00165,0.02985,0.00567
1152,0.00149,0.00019,0.00506,0.19591,0.01829,0.00003,0.00002,0.0085,0.00112,0.01558,0.00161,0.00294,0.00533,0.7068,0.00162,0.02985,0.00567
1153,0.00147,0.00018,0.00503,0.19581,0.01819,0.00003,0.00002,0.0085,0.00112,0.0156,0.0016,0.00292,0.00534,0.70708,0.0016,0.02985,0.00567
1154,0.00147,0.00018,0.00505,0.19577,0.01814,0.00003,0.00002,0.0085,0.00111,0.01554,0.0016,0.00295,0.00533,0.70719,0.00161,0.02985,0.00566
1155,0.00144,0.00017,0.00461,0.18944,0.01695,0.00003,0.00002,0.00814,0.0011,0.01468,0.0017,0.00287,0.00507,0.71765,0.00141,0.02915,0.00557
1156,0.00143,0.00017,0.00456,0.1894,0.01696,0.00003,0.00002,0.00814,0.00111,0.01467,0.0016,0.00287,0.00505,0.7179,0.00138,0.02912,0.00558
1157,0.00145,0.00016,0.0045,0.18925,0.0168,0.00003,0.00002,0.00818,0.00111,0.01451,0.00152,0.00286,0.00504,0.71852,0.00135,0.02913,0.00557
1158,0.00145,0.00016,0.00445,0.18925,0.01674,0.00003,0.00002,0.00824,0.00111,0.01441,0.00148,0.00285,0.00503,0.71871,0.00135,0.02916,0.00557
1159,0.00146,0.00016,0.00446,0.1892,0.01677,0.00003,0.00002,0.00823,0.00111,0.01441,0.00147,0.00284,0.00503,0.71889,0.00133,0.02908,0.00552
1160,0.00141,0.00015,0.00435,0.18704,0.01505,0.00004,0.00002,0.00796,0.00108,0.01361,0.00138,0.0028,0.00486,0.72443,0.00122,0.02904,0.00557
1161,0.00141,0.00015,0.00434,0.187,0.01495,0.00004,0.00002,0.00794,0.0011,0.01355,0.00136,0.0028,0.00484,0.72472,0.0012,0.02902,0.00557
1162,0.00138,0.00015,0.00431,0.18692,0.01476,0.00004,0.00002,0.0079,0.0011,0.01357,0.00133,0.0028,0.00483,0.72509,0.00122,0.02901,0.00556
1163,0.0014,0.00015,0.00433,0.18684,0.01471,0.00004,0.00002,0.00789,0.00111,0.01354,0.00134,0.0028,0.00481,0.7253,0.00118,0.02899,0.00556
1164,0.00141,0.00015,0.00432,0.18686,0.01469,0.00004,0.00002,0.00788,0.00111,0.01349,0.0013,0.00279,0.00479,0.72546,0.00116,0.02898,0.00556
1165,0.0014,0.00015,0.00407,0.18594,0.01402,0.00004,0.00002,0.00752,0.0011,0.01295,0.00132,0.0027,0.00478,0.72841,0.00107,0.02902,0.0055
1166,0.00138,0.00015,0.00406,0.18602,0.01395,0.00004,0.00002,0.00753,0.0011,0.01283,0.00128,0.00269,0.00477,0.7286,0.00106,0.02902,0.00552
1167,0.00137,0.00015,0.00405,0.18594,0.01394,0.00004,0.00001,0.0075,0.0011,0.01283,0.00128,0.00269,0.00473,0.72882,0.001,0.02905,0.0055
1168,0.00137,0.00015,0.00405,0.18592,0.01395,0.00004,0.00001,0.00744,0.0011,0.0128,0.00128,0.00269,0.00473,0.72895,0.00103,0.02903,0.00547
1169,0.00138,0.00015,0.00406,0.1859,0.01382,0.00004,0.00001,0.00744,0.0011,0.01278,0.00128,0.00267,0.00473,0.72909,0.00103,0.02903,0.00547
1170,0.00134,0.00015,0.00401,0.14317,0.01725,0.00004,0.00001,0.00663,0.00092,0.01231,0.00131,0.00229,0.00422,0.77496,0.0008,0.02571,0.00488
1171,0.00136,0.00015,0.00397,0.1429,0.0171,0.00004,0.00001,0.00671,0.00092,0.01223,0.00123,0.0023,0.00418,0.77555,0.00081,0.02566,0.00487
1172,0.00137,0.00015,0.00395,0.14287,0.01677,0.00004,0.00001,0.00668,0.00092,0.01206,0.00129,0.00233,0.0042,0.77602,0.00083,0.02565,0.00487
1173,0.00136,0.00015,0.00396,0.14284,0.01655,0.00004,0.00001,0.00665,0.00092,0.01203,0.00127,0.00232,0.00418,0.7763,0.00091,0.02565,0.00486
1174,0.00135,0.00015,0.00397,0.14274,0.01652,0.00004,0.00001,0.00666,0.00092,0.01201,0.00121,0.00232,0.00415,0.77652,0.00094,0.02564,0.00486
1175,0.00128,0.00015,0.0038,0.14185,0.01499,0.00004,0.00001,0.00635,0.0009,0.01162,0.00123,0.00233,0.00416,0.77998,0.00094,0.02561,0.00475
1176,0.00128,0.00015,0.00376,0.14175,0.015,0.00004,0.00001,0.0063,0.0009,0.01155,0.0012,0.00235,0.00413,0.78031,0.00095,0.02561,0.00472
1177,0.00126,0.00015,0.00372,0.14158,0.01486,0.00004,0.00001,0.00638,0.0009,0.01148,0.00121,0.00234,0.00409,0.78074,0.00093,0.0256,0.00471
1178,0.00126,0.00015,0.00372,0.14161,0.01479,0.00004,0.00001,0.00632,0.0009,0.01138,0.00121,0.00234,0.00408,0.78097,0.00089,0.02561,0.00471
1179,0.0012,0.00015,0.0037,0.14153,0.01479,0.00004,0.00001,0.00632,0.0009,0.01135,0.0012,0.00234,0.00408,0.78117,0.00089,0.02561,0.0047
1180,0.00118,0.00014,0.0035,0.14013,0.01354,0.00004,0.00001,0.0062,0.00088,0.01073,0.0012,0.00222,0.00396,0.785,0.00101,0.02555,0.00471
1181,0.00117,0.00014,0.00348,0.14025,0.01344,0.00004,0.00001,0.00618,0.00088,0.01064,0.00118,0.00222,0.00399,0.7851,0.00103,0.02556,0.0047
1182,0.00117,0.00014,0.00339,0.14025,0.01341,0.00004,0.00001,0.00609,0.0009,0.01053,0.00113,0.00222,0.00397,0.78551,0.00101,0.02554,0.00469
1183,0.00116,0.00014,0.00338,0.14019,0.01333,0.00003,0.00001,0.0061,0.00089,0.0105,0.00114,0.00221,0.00397,0.78571,0.001,0.02557,0.00467
1184,0.00116,0.00014,0.00339,0.14012,0.01337,0.00003,0.00001,0.00606,0.00087,0.01045,0.00113,0.0022,0.00398,0.78586,0.00099,0.02556,0.00466
1185,0.00117,0.00015,0.00327,0.13505,0.01239,0.00003,0.00001,0.00567,0.00079,0.00996,0.00123,0.00209,0.00385,0.79351,0.00087,0.02541,0.00455
1186,0.00117,0.00015,0.00323,0.13497,0.01233,0.00003,0.00001,0.00567,0.00079,0.00992,0.00116,0.00209,0.0038,0.79385,0.00087,0.02541,0.00455
1187,0.00118,0.00015,0.00322,0.13501,0.01222,0.00003,0.00001,0.00559,0.0008,0.00985,0.00114,0.00205,0.00379,0.79413,0.00087,0.0254,0.00455
1188,0.00119,0.00015,0.00322,0.13496,0.01214,0.00003,0.00001,0.00562,0.0008,0.0098,0.00111,0.00206,0.00377,0.79432,0.00087,0.02541,0.00455
1189,0.00117,0.00015,0.00319,0.13499,0.0121,0.00003,0.00001,0.00561,0.00079,0.00981,0.00111,0.00206,0.00377,0.79443,0.00083,0.0254,0.00454
1190,0.00108,0.00016,0.00294,0.13375,0.0112,0.00002,0.00001,0.00521,0.00076,0.00939,0.00114,0.00206,0.00374,0.79772,0.00077,0.02559,0.00447
1191,0.00107,0.00015,0.00292,0.13365,0.01126,0.00002,0.00001,0.00517,0.00078,0.00942,0.00103,0.00206,0.00374,0.79789,0.00078,0.02559,0.00447
1192,0.00108,0.00015,0.00291,0.13363,0.01125,0.00002,0.00001,0.00513,0.00077,0.00937,0.00099,0.00205,0.00374,0.79809,0.00073,0.02562,0.00444
1193,0.00109,0.00015,0.00292,0.13356,0.01127,0.00002,0.00001,0.00513,0.00076,0.00935,0.001,0.00205,0.00372,0.79822,0.00071,0.02562,0.00444
1194,0.00109,0.00015,0.00294,0.13354,0.01106,0.00002,0.00001,0.00516,0.00076,0.00933,0.00101,0.00205,0.0037,0.79837,0.00071,0.02568,0.00444
1195,0.00105,0.00016,0.00288,0.13274,0.01028,0.00001,0.00001,0.005,0.00076,0.00909,0.00106,0.00207,0.00373,0.80038,0.00076,0.02566,0.00439
1196,0.00105,0.00016,0.00287,0.13254,0.01024,0.00001,0.00001,0.00498,0.00076,0.00911,0.00102,0.00208,0.00375,0.80056,0.00078,0.02567,0.00443
1197,0.00106,0.00015,0.00288,0.13246,0.01015,0.00001,0.00001,0.00495,0.00076,0.00909,0.00101,0.00207,0.00374,0.80079,0.00079,0.02566,0.00443
1198,0.00106,0.00015,0.00284,0.13233,0.01008,0.00001,0.00001,0.0049,0.00078,0.00904,0.00102,0.00209,0.00375,0.80109,0.00078,0.02564,0.00442
1199,0.00106,0.00015,0.00282,0.1323,0.01002,0.00001,0.00001,0.0049,0.00077,0.00901,0.00101,0.00209,0.00376,0.80124,0.00078,0.02565,0.0044
1200,0.00096,0.00012,0.00324,0.08682,0.01557,0.00001,0,0.00557,0.00054,0.00831,0.00085,0.00181,0.00339,0.84802,0.0008,0.02079,0.00322
1201,0.00095,0.00012,0.00325,0.08659,0.01544,0.00001,0,0.00548,0.00054,0.00822,0.00082,0.0018,0.00336,0.84866,0.00078,0.02076,0.00322
1202,0.00094,0.00012,0.0032,0.08652,0.01515,0.00001,0,0.00543,0.00054,0.00812,0.00078,0.0018,0.00335,0.84928,0.00082,0.02072,0.00322
1203,0.00093,0.00012,0.00318,0.08647,0.01497,0.00001,0,0.00534,0.00054,0.00803,0.0008,0.0018,0.0033,0.84969,0.00085,0.0207,0.00324
1204,0.00092,0.00012,0.00317,0.08636,0.01488,0.00001,0,0.00531,0.00054,0.00805,0.00081,0.00181,0.00331,0.84988,0.00086,0.02071,0.00326
1205,0.00079,0.00015,0.00301,0.086,0.01361,0.00001,0,0.00526,0.00054,0.0077,0.0008,0.0018,0.00319,0.85253,0.00086,0.02053,0.00322
1206,0.00078,0.00014,0.003,0.08594,0.01351,0.00001,0,0.00523,0.00056,0.00768,0.00078,0.00179,0.00319,0.8528,0.00088,0.02054,0.00317
1207,0.00077,0.00013,0.003,0.08583,0.01339,0.00001,0,0.00522,0.00056,0.00765,0.00075,0.00179,0.0032,0.85316,0.00086,0.02051,0.00317
1208,0.00076,0.00013,0.003,0.0859,0.01324,0.00001,0,0.00519,0.00056,0.00764,0.00074,0.00177,0.00319,0.85337,0.00086,0.02047,0.00317
1209,0.00076,0.00012,0.00298,0.08587,0.01318,0.00001,0,0.0052,0.00056,0.00765,0.00074,0.00177,0.00318,0.85348,0.00085,0.02047,0.00317
1210,0.00071,0.00012,0.00286,0.08475,0.0115,0.00001,0,0.00507,0.00055,0.00736,0.00083,0.00175,0.00316,0.85688,0.00077,0.02052,0.00316
1211,0.00071,0.00012,0.00285,0.08469,0.01152,0.00001,0,0.00509,0.00055,0.00731,0.00076,0.00174,0.0031,0.85706,0.00079,0.02051,0.00317
1212,0.0007,0.00011,0.00284,0.08462,0.01156,0.00001,0,0.0051,0.00055,0.00728,0.0007,0.00174,0.00309,0.8573,0.00071,0.02051,0.00317
1213,0.0007,0.00011,0.00285,0.08455,0.0115,0.00001,0,0.00509,0.00055,0.00729,0.00071,0.00175,0.00308,0.85744,0.00069,0.0205,0.00317
1214,0.0007,0.00011,0.00285,0.08448,0.01151,0.00001,0,0.0051,0.00055,0.00726,0.0007,0.00175,0.00309,0.85757,0.00069,0.02045,0.00317
1215,0.00071,0.00011,0.0027,0.08214,0.01028,0.00001,0,0.00468,0.00054,0.00662,0.00071,0.00172,0.00302,0.86239,0.00059,0.02066,0.00311
1216,0.00071,0.00011,0.00269,0.08215,0.01025,0.00001,0,0.00467,0.00054,0.00658,0.00066,0.00172,0.00302,0.86255,0.00056,0.02068,0.00311
1217,0.0007,0.00011,0.00269,0.08203,0.01026,0.00001,0,0.00465,0.00053,0.00649,0.00066,0.00171,0.00302,0.8628,0.00054,0.02069,0.00311
1218,0.00071,0.00011,0.00266,0.08203,0.01027,0.00001,0,0.00465,0.00053,0.00647,0.00065,0.0017,0.00303,0.86286,0.00053,0.02069,0.0031
1219,0.00071,0.00011,0.00265,0.08195,0.01023,0.00001,0,0.00465,0.00053,0.00642,0.00064,0.0017,0.00303,0.86305,0.00053,0.02068,0.00309
1220,0.00072,0.00011,0.00241,0.08145,0.00871,0.00002,0,0.00443,0.00052,0.00624,0.00063,0.00163,0.00287,0.86598,0.00051,0.02076,0.003
1221,0.00072,0.00011,0.00242,0.08139,0.00864,0.00002,0,0.00446,0.00052,0.00622,0.0006,0.00163,0.00286,0.86613,0.00051,0.02076,0.003
1222,0.00073,0.00011,0.00238,0.08146,0.00855,0.00002,0,0.00448,0.00052,0.00608,0.00059,0.00163,0.00286,0.86632,0.00052,0.02075,0.00301
1223,0.00073,0.00011,0.00238,0.0814,0.00854,0.00002,0,0.00447,0.00052,0.0061,0.00057,0.00164,0.00285,0.86644,0.00052,0.02075,0.00298
1224,0.00073,0.00011,0.00235,0.0814,0.00848,0.00002,0,0.00445,0.00052,0.00606,0.00057,0.00164,0.00287,0.86655,0.00052,0.02076,0.00298
1225,0.00069,0.00011,0.00232,0.08103,0.00767,0.00002,0,0.00432,0.00051,0.00589,0.00059,0.00163,0.00277,0.86819,0.00048,0.02081,0.00296
1226,0.00069,0.00011,0.00233,0.08092,0.00763,0.00002,0,0.00432,0.00051,0.00587,0.00057,0.00163,0.00278,0.86841,0.00048,0.02081,0.00291
1227,0.00069,0.00012,0.00227,0.08084,0.00763,0.00002,0,0.00426,0.00051,0.0059,0.00057,0.0016,0.00278,0.86862,0.00047,0.02082,0.0029
1228,0.00069,0.00012,0.00226,0.08077,0.00765,0.00002,0,0.00423,0.00051,0.00587,0.00057,0.0016,0.00279,0.86871,0.00048,0.02083,0.00288
1229,0.00069,0.00012,0.00225,0.08074,0.00763,0.00002,0,0.00423,0.00051,0.00588,0.00057,0.0016,0.00279,0.86877,0.00048,0.02083,0.00288
1230,0.00052,0.00013,0.00249,0.06794,0.00817,0.00001,0,0.00384,0.00044,0.00575,0.00066,0.00148,0.00251,0.88376,0.0005,0.01929,0.0025
